time,open,high,low,close,ParabolicSAR,Volume,Volume MA,MA,Smoothing Line,MA,Smoothing Line,MA,Smoothing Line,Basis,Upper,Lower,Aroon Up,Aroon Down,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
2014-09-26T13:30:00Z,1966.22,1986.37,1966.22,1982.85,2013.8775404799999,2929440000,3095979500,1976.7627999999986,1976.331240000001,1897.6597999999992,1895.8818599999945,1994.0566666666657,1995.723111111111,1995.5514999999991,2017.1486019129618,1973.9543980870365,64.28571428571429,92.85714285714286,48.06805696328315,53.67285377365056,NaN,NaN
2014-09-29T13:30:00Z,1978.96,1981.28,1964.04,1977.8,2011.0042880511999,3094440000,3137745000,1976.7543999999987,1976.4889200000011,1898.6376999999993,1896.8062399999944,1991.7033333333322,1994.521333333333,1994.2729999999988,2016.871538095309,1971.6744619046885,57.142857142857146,100,46.33516956403394,53.15973438472446,NaN,NaN
2014-09-30T13:30:00Z,1978.21,1985.17,1968.96,1972.29,2007.2471450071039,3951100000,3194301000,1976.7275999999983,1976.6185600000008,1899.6216499999991,1897.7296699999945,1988.4499999999991,1992.9559999999997,1992.7734999999993,2016.9711852412163,1968.5758147587824,50,92.85714285714286,44.45216406101576,52.26541655934793,NaN,NaN
2014-10-01T13:30:00Z,1971.44,1971.44,1941.72,1946.16,2003.7905734065355,4188590000,3263231500,1975.9801999999984,1976.498640000001,1900.4758499999994,1898.6307299999946,1981.2055555555546,1989.9228888888883,1990.0454999999995,2021.31360418026,1958.777395819739,42.857142857142854,100,36.811999188977026,50.766807759035,NaN,NaN
2014-10-02T13:30:00Z,1945.83,1952.32,1926.03,1946.17,1997.583516065882,4012510000,3310236500,1975.1633999999985,1976.277680000001,1901.273999999999,1899.5337999999945,1974.068888888888,1985.8968888888885,1987.4714999999992,2023.8670855981711,1951.0759144018273,35.714285714285715,100,36.81647486815347,49.771873556296626,NaN,NaN
2014-10-03T13:30:00Z,1948.12,1971.19,1948.12,1967.9,1988.997094137976,3560970000,3347370000,1974.7617999999984,1975.877480000001,1902.2084999999993,1900.4435399999943,1971.1366666666659,1981.3128888888884,1985.480999999999,2021.5847343779808,1949.3772656220174,28.571428571428573,92.85714285714286,45.80037693297011,49.47413387126951,NaN,NaN
2014-10-06T13:30:00Z,1970.01,1977.84,1958.43,1964.82,1981.441042841419,3358220000,3375826500,1974.4913999999983,1975.424880000001,1902.9793499999987,1901.3118699999945,1969.1422222222213,1976.8006666666665,1983.644999999999,2020.028968173291,1947.261031826707,21.428571428571427,85.71428571428571,44.82744859874884,48.578212115431896,NaN,NaN
2014-10-07T13:30:00Z,1962.36,1962.36,1934.87,1935.1,1977.84,3687870000,3416078500,1973.6151999999984,1974.802400000001,1903.6068499999992,1902.1089099999947,1962.119999999999,1971.534666666666,1980.9779999999987,2022.954976833036,1939.0010231669614,14.285714285714286,78.57142857142857,36.72132969418701,47.02095836271693,NaN,NaN
2014-10-08T13:30:00Z,1935.55,1970.36,1925.25,1968.89,1977.84,4441890000,3492551500,1973.5939999999985,1974.325160000001,1904.359699999999,1902.8856799999944,1962.4422222222213,1967.7819999999997,1979.637999999999,2021.3611296050028,1937.9148703949952,7.142857142857143,100,48.192022673079,45.98931273800038,NaN,NaN
2014-10-09T13:30:00Z,1967.68,1967.68,1927.56,1928.21,1970.4774,4344020000,3562668000,1972.7567999999985,1973.843840000001,1904.860799999999,1903.603039999994,1956.3711111111104,1964.2424444444441,1976.1759999999988,2022.634499072173,1929.7175009278246,7.142857142857143,92.85714285714286,39.02116457519113,44.34896148783149,NaN,NaN
2014-10-10T13:30:00Z,1925.63,1936.98,1906.05,1906.13,1970.36,4550540000,3629866500,1972.2659999999983,1973.3446800000008,1905.2248499999994,1904.2063099999941,1948.4077777777768,1959.6966666666663,1972.205499999999,2027.5144882301065,1916.8965117698913,14.285714285714286,100,35.11516379427265,43.12791694013367,NaN,NaN
2014-10-13T13:30:00Z,1905.65,1912.09,1874.14,1874.74,1967.68,4352580000,3708669000,1971.2577999999985,1972.6979600000009,1905.3884499999995,1904.6881299999943,1937.568888888888,1953.3819999999996,1966.735999999999,2036.0965684523921,1897.3754315476058,7.142857142857143,100,30.4487942521462,41.97745025364948,NaN,NaN
2014-10-14T13:30:00Z,1877.11,1898.71,1871.79,1877.7,1950.8428000000001,4812010000,3791254000,1970.0319999999983,1971.9813200000008,1905.5699499999994,1905.0807499999944,1929.9622222222215,1946.9504444444442,1960.6719999999991,2038.3981013047294,1882.9458986952689,7.142857142857143,100,31.374882998685223,40.3744539256523,NaN,NaN
2014-10-15T13:30:00Z,1874.18,1874.18,1820.66,1862.49,1935.03224,6090800000,3935323000,1968.8775999999984,1971.0380400000008,1905.6770499999996,1905.3442199999947,1920.6644444444437,1938.5948888888888,1953.717999999999,2039.9811213441817,1867.4548786558162,7.142857142857143,100,29.221724631900898,39.51476948547457,NaN,NaN
2014-10-16T13:30:00Z,1855.95,1876.01,1835.02,1862.76,1912.157792,5073150000,4027213500,1967.7279999999985,1970.0322800000008,1905.7490499999994,1905.5218699999946,1908.982222222221,1929.1171111111107,1946.287999999999,2036.900681364339,1855.675318635659,14.285714285714286,92.85714285714286,29.314459631554044,38.17522681892249,NaN,NaN
2014-10-17T13:30:00Z,1864.91,1898.16,1864.91,1886.76,1820.66,4482120000,4007308500,1967.2717999999982,1969.0334400000006,1906.0229499999996,1905.6814899999947,1900.3088888888879,1919.4973333333328,1940.105999999999,2029.2375677862615,1850.9744322137367,7.142857142857143,85.71428571428571,37.19200300500659,37.522143493277675,NaN,NaN
2014-10-20T13:30:00Z,1885.62,1905.03,1882.3,1904.01,1822.21,3331210000,4006385500,1966.7201999999982,1968.1259200000009,1906.3861499999996,1905.8810299999946,1896.8544444444435,1911.354444444444,1935.5919999999987,2022.404065198571,1848.7799348014264,28.571428571428573,78.57142857142857,42.17973214503298,37.359826927850335,NaN,NaN
2014-10-21T13:30:00Z,1909.38,1942.45,1909.38,1941.28,1825.5228,3987090000,4041772500,1966.807399999998,1967.481000000001,1906.9586999999997,1906.1587799999947,1893.7866666666657,1904.1193333333329,1933.5174999999986,2017.662840899206,1849.3721591007911,21.428571428571427,71.42857142857143,51.19725312088756,38.387345065843945,NaN,NaN
2014-10-22T13:30:00Z,1941.29,1949.31,1926.83,1927.11,1832.538432,3761930000,4064176500,1966.6745999999982,1967.0404000000005,1907.40485,1906.5043399999947,1893.6644444444437,1898.719333333333,1929.9579999999983,2008.6892833887928,1851.2267166112038,14.285714285714286,64.28571428571429,48.12422887744213,39.19504178079314,NaN,NaN
2014-10-23T13:30:00Z,1931.02,1961.95,1931.02,1950.82,1841.88015744,3789250000,4089986500,1966.7565999999983,1966.8461200000006,1907.9714999999999,1906.948829999995,1898.629999999999,1896.6488888888885,1929.1994999999984,2006.8119815931445,1851.5870184068522,7.142857142857143,57.142857142857146,53.18746175759459,39.722690696837745,NaN,NaN
2014-10-24T13:30:00Z,1951.59,1965.27,1946.27,1964.58,1853.887141696,3078380000,4097433500,1966.9445999999982,1966.7806800000005,1908.60375,1907.464989999995,1908.6122222222211,1898.309555555555,1928.2859999999987,2003.7514894374947,1852.8205105625027,14.285714285714286,50,55.87888138647491,40.51207875310389,NaN,NaN
2014-10-27T13:30:00Z,1962.97,1964.64,1951.37,1961.63,1867.2530846924801,3538860000,4119654500,1967.0759999999982,1966.8518400000007,1909.2000500000001,1908.0277699999951,1917.9377777777768,1902.526222222222,1927.4774999999986,2001.1284513519136,1853.8265486480836,7.142857142857143,42.857142857142854,55.14685249629357,41.828187524682924,NaN,NaN
2014-10-28T13:30:00Z,1964.14,1985.05,1964.14,1985.05,1879.0151145293826,3653260000,4104762500,1967.3421999999982,1966.9588000000008,1910.0293,1908.6418899999949,1931.5555555555547,1910.0799999999995,1928.1154999999987,2003.5086096257521,1852.7223903742454,100,35.714285714285715,59.66454844908701,42.647653651540644,NaN,NaN
2014-10-29T13:30:00Z,1983.29,1991.4,1969.04,1982.3,1893.859998495269,3740350000,4082350500,1967.3561999999981,1967.0951200000006,1910.7464000000002,1909.3101999999951,1944.8377777777766,1920.314666666666,1929.9224999999988,2008.6189496978236,1851.226050302174,100,28.571428571428573,58.914180284196554,44.06858334504103,NaN,NaN
2014-10-30T13:30:00Z,1979.49,1999.4,1974.75,1994.65,1909.4663987360261,3586150000,4061032500,1967.5189999999982,1967.2476000000006,1911.47775,1910.0114499999952,1956.8255555555547,1931.9537777777775,1932.3464999999985,2015.7417138377432,1848.9512861622538,100,21.428571428571427,61.269910180372094,45.9367795154767,NaN,NaN
2014-10-31T13:30:00Z,2001.2,2018.19,2001.2,2018.05,1925.6544469635414,4292290000,4097598500,1968.0325999999984,1967.4652000000006,1912.3385499999997,1910.7584099999954,1969.496666666666,1944.1306666666665,1934.8539999999987,2025.1081920136799,1844.5998079863175,100,14.285714285714286,65.32653099436435,48.42804642563514,NaN,NaN
2014-11-03T14:30:00Z,2018.21,2024.46,2013.68,2017.81,1944.161557570833,3555440000,4107459500,1968.6207999999983,1967.7741600000008,1913.2341000000001,1911.5652199999954,1977.999999999999,1956.143111111111,1937.5034999999984,2034.01509065648,1840.991909343517,100,7.142857142857143,65.25104203653112,50.847772071195564,NaN,NaN
2014-11-04T14:30:00Z,2015.81,2015.98,2001.01,2012.1,1960.2212460566666,3956260000,4120879000,1968.9043999999985,1968.086600000001,1914.0756,1912.3744799999954,1987.4433333333327,1967.3206666666665,1941.3534999999986,2043.1718153025067,1839.5351846974904,92.85714285714286,7.142857142857143,63.37466940475525,53.28726812639945,NaN,NaN
2014-11-05T14:30:00Z,2015.29,2023.77,2014.42,2023.57,1973.0689968453332,3766590000,4087114000,1969.3753999999985,1968.490440000001,1914.9691500000001,1913.2190299999952,1995.5266666666657,1977.458444444444,1944.0874999999985,2051.4994598324233,1836.6755401675737,85.71428571428571,7.142857142857143,65.51961247302206,55.87335047221859,NaN,NaN
2014-11-06T14:30:00Z,2023.33,2031.61,2015.86,2031.21,1983.3471974762665,3669770000,4053401500,1969.9971999999987,1968.986080000001,1915.9829000000004,1914.1200599999952,2002.9299999999992,1986.679333333333,1949.2374999999986,2062.8107632050273,1835.6642367949696,100,7.142857142857143,66.90972272524226,57.99604473794971,NaN,NaN
2014-11-07T14:30:00Z,2032.36,2034.26,2025.07,2031.92,1992.999757981013,3704280000,4011088500,1970.7007999999985,1969.519720000001,1917.1910500000001,1915.0905599999955,2010.739999999999,1994.9279999999999,1955.5269999999982,2072.7288887392383,1838.3251112607581,100,7.142857142857143,67.04270029843508,59.77197103462129,NaN,NaN
2014-11-10T14:30:00Z,2032.01,2038.7,2030.17,2038.26,2001.2518063848104,3284940000,3957706500,1971.3985999999986,1970.075280000001,1918.4745500000001,1916.1386499999953,2016.6522222222213,2002.658444444444,1963.7029999999982,2080.032432234709,1847.3735677652871,100,7.142857142857143,68.26894760201617,60.99137778327333,NaN,NaN
2014-11-11T14:30:00Z,2038.2,2041.28,2035.28,2039.68,2008.7414451078482,2958320000,3865022000,1972.1465999999987,1970.723720000001,1919.71045,1917.2656199999954,2023.0277777777765,2009.775333333333,1971.8019999999983,2085.57967489295,1858.0243251070465,100,7.142857142857143,68.55118496142356,62.45044607498629,NaN,NaN
2014-11-12T14:30:00Z,2037.75,2040.33,2031.95,2038.25,2015.2491560862786,3246650000,3722814500,1972.8971999999985,1971.428080000001,1921.0307,1918.4779299999955,2027.8722222222214,2016.244444444444,1980.5899999999979,2086.0873374074163,1875.0926625925795,92.85714285714286,7.142857142857143,67.89623504196504,63.50107273815561,NaN,NaN
2014-11-13T14:30:00Z,2039.21,2046.18,2030.44,2039.33,2020.455324869023,3455270000,3641920500,1973.7307999999987,1972.1748000000011,1922.2564000000002,1919.7326299999954,2030.2366666666655,2021.7057777777773,1989.418499999998,2082.85946687778,1895.9775331222158,100,7.142857142857143,68.14378321544186,64.3771371545104,NaN,NaN
2014-11-14T14:30:00Z,2039.74,2042.22,2035.2,2039.82,2025.6002598952184,3227130000,3579171000,1974.3729999999985,1972.9092400000013,1923.5425500000001,1921.002929999995,2032.6822222222213,2026.0942222222216,1997.0714999999977,2080.121180138209,1914.0218198617863,92.85714285714286,7.142857142857143,68.26335309918859,65.31403005471718,NaN,NaN
2014-11-17T14:30:00Z,2038.29,2043.07,2034.46,2041.32,2029.7162079161747,3152890000,3570255000,1975.1685999999984,1973.6632400000012,1925.0397,1922.3159599999951,2035.9288888888877,2029.949555555555,2003.9369999999976,2077.2050449040357,1930.6689550959597,85.71428571428571,7.142857142857143,68.65126004896261,65.95593802613686,NaN,NaN
2014-11-18T14:30:00Z,2041.48,2056.08,2041.48,2051.8,2033.0089663329397,3416190000,3541710000,1976.4357999999984,1974.5210800000011,1926.5227000000002,1923.678409999995,2039.0655555555547,2033.1571111111105,2009.4629999999975,2079.598961703411,1939.3270382965839,100,7.142857142857143,71.29143503344201,66.84002765108298,NaN,NaN
2014-11-19T14:30:00Z,2051.16,2052.14,2040.37,2048.72,2034.46,3390850000,3523156000,1977.4963999999984,1975.4409200000014,1928.0081000000002,1925.073889999995,2041.01111111111,2035.7848888888882,2015.5434999999975,2076.5597461239718,1954.527253876023,92.85714285714286,21.428571428571427,69.44046511435438,67.42363871779598,NaN,NaN
2014-11-20T14:30:00Z,2045.87,2053.84,2040.49,2052.75,2038.784,3128290000,3490108000,1978.6023999999984,1976.4152400000014,1929.4047000000003,1926.5035499999951,2043.3255555555547,2038.4026666666657,2020.6399999999976,2075.9403027121984,1965.3396972877965,85.71428571428571,14.285714285714286,70.51902163600404,67.79453090648454,NaN,NaN
2014-11-21T14:30:00Z,2057.46,2071.46,2056.75,2063.5,2040.37,3916420000,3532010000,1980.1615999999985,1977.5729600000013,1930.7371000000003,1927.9424599999952,2046.129999999999,2041.0922222222212,2025.5859999999975,2077.5390847598374,1973.6329152401574,100,7.142857142857143,73.23287284242295,68.36466167833395,NaN,NaN
2014-11-24T14:30:00Z,2065.07,2070.17,2065.07,2069.41,2040.49,3128060000,3511470000,1981.8671999999985,1978.9126800000013,1932.0849500000002,1929.3515099999954,2049.4333333333325,2043.7931111111102,2030.9749999999974,2077.3322253275073,1984.6177746724873,92.85714285714286,7.142857142857143,74.61631954522426,69.16763668836747,NaN,NaN
2014-11-25T14:30:00Z,2070.15,2074.21,2064.75,2067.03,2046.684,3392940000,3498454000,1983.2281999999987,1980.2711600000014,1933.3213500000002,1930.711239999995,2052.6311111111104,2046.5062222222216,2035.0739999999976,2078.8913095484245,1991.2566904515706,100,7.142857142857143,72.98047689494152,69.70055557564743,NaN,NaN
2014-11-26T14:30:00Z,2067.36,2073.29,2066.62,2072.83,2052.1892,2745260000,3448699500,1984.6533999999986,1981.702560000001,1934.5892000000001,1932.027459999995,2056.3533333333326,2049.574666666666,2039.6004999999975,2079.174277922556,2000.0267220774388,92.85714285714286,7.142857142857143,74.4505053387438,70.23918290518324,NaN,NaN
2014-11-28T14:30:00Z,2074.78,2075.76,2065.06,2067.56,2056.59336,2504640000,3394624000,1985.7773999999984,1983.137560000001,1935.77785,1933.3020899999951,2059.4355555555544,2052.796666666666,2043.2459999999974,2078.815122227927,2007.6768777720674,100,7.142857142857143,70.68730953567297,70.49951213641452,NaN,NaN
2014-12-01T14:30:00Z,2065.78,2065.78,2049.57,2053.44,2075.76,4159010000,3387960000,1986.6381999999983,1984.432880000001,1936.8519000000001,1934.5250499999952,2060.7822222222217,2055.7271111111104,2045.0154999999972,2078.874823369848,2011.1561766301465,92.85714285714286,21.428571428571427,61.68999929318096,70.029587257212,NaN,NaN
2014-12-02T14:30:00Z,2053.77,2068.77,2053.77,2066.55,2075.76,3686650000,3394520500,1988.0833999999982,1985.6761200000012,1937.98085,1935.704229999995,2062.4211111111103,2058.324666666666,2047.4524999999971,2080.1238482284857,2014.7811517715088,85.71428571428571,14.285714285714286,66.01522098586534,69.84844697324357,NaN,NaN
2014-12-03T14:30:00Z,2067.45,2076.28,2066.65,2074.33,2049.57,3612680000,3377341500,1989.9145999999985,1987.013400000001,1939.2087499999998,1936.8817099999949,2065.266666666666,2060.851777777777,2050.5639999999976,2080.9483942849256,2020.1796057150696,100,7.142857142857143,68.30232152853434,69.87745315085566,NaN,NaN
2014-12-04T14:30:00Z,2073.64,2077.34,2062.34,2071.92,2050.1042,3408340000,3359429000,1991.3869999999984,1988.3601200000007,1940.3694499999997,1938.037759999995,2067.3966666666656,2063.0604444444434,2052.9814999999976,2082.0557967422706,2023.9072032577249,100,14.285714285714286,66.8025808309397,69.78165298053408,NaN,NaN
2014-12-05T14:30:00Z,2072.78,2079.47,2070.81,2075.37,2051.1936320000004,3419620000,3346921500,1993.5745999999986,1989.919560000001,1941.5650500000002,1939.1951999999947,2068.715555555555,2064.9164444444436,2055.1894999999977,2084.021132264905,2026.3578677350902,100,7.142857142857143,67.88954180173718,69.75495217357326,NaN,NaN
2014-12-08T14:30:00Z,2074.84,2075.78,2054.27,2060.31,2052.8902140800005,3800990000,3351757000,1995.1237999999983,1991.616680000001,1942.62855,1940.3505299999947,2067.7044444444437,2066.300888888888,2056.6089999999976,2083.44466798237,2029.7733320176255,92.85714285714286,14.285714285714286,58.83374476356835,69.05370108175939,NaN,NaN
2014-12-09T14:30:00Z,2056.55,2060.6,2034.17,2059.82,2079.47,3970150000,3386017500,1996.7641999999985,1993.352840000001,1943.7020499999999,1941.4947699999946,2066.9033333333327,2067.1973333333326,2057.6869999999976,2083.186601645167,2032.1873983548287,85.71428571428571,100,58.56004087626192,68.14431578481795,NaN,NaN
2014-12-10T14:30:00Z,2058.86,2058.86,2024.26,2026.14,2078.564,4114440000,3443823500,1997.8411999999983,1994.938160000001,1944.6069499999999,1942.574409999995,2061.7155555555546,2066.4871111111106,2057.009999999998,2084.984785076105,2029.0352149238909,78.57142857142857,100,43.55972796850465,66.29569170297155,NaN,NaN
2014-12-11T14:30:00Z,2027.92,2055.53,2027.92,2035.33,2076.39184,3917950000,3477388500,1999.6245999999983,1996.5856800000013,1945.5121499999996,1943.602949999995,2058.1344444444435,2064.634666666666,2056.8639999999978,2085.2562576779915,2028.471742322004,71.42857142857143,92.85714285714286,47.510648263430596,64.65223646207345,NaN,NaN
2014-12-12T14:30:00Z,2030.36,2032.25,2002.33,2002.33,2074.3065663999996,4157650000,3512507500,2000.7477999999983,1998.020320000001,1946.2265499999996,1944.5352499999947,2052.4555555555544,2061.382666666666,2055.013999999998,2091.4246233955814,2018.6033766044145,64.28571428571429,100,37.38927711677166,62.09197962452692,NaN,NaN
2014-12-15T14:30:00Z,2005.03,2018.69,1982.26,1989.63,2069.9879724159996,4361990000,3569250500,2001.182399999998,1999.2320400000012,1946.9460499999998,1945.3987499999944,2043.9088888888882,2056.623555555555,2052.5044999999977,2098.4325426216587,2006.5764573783367,57.142857142857146,100,34.35591423154975,59.216236387835885,NaN,NaN
2014-12-16T14:30:00Z,1986.71,2016.89,1972.56,1972.74,2062.9697346227194,4958680000,3659540000,2001.3407999999981,2000.1473600000013,1947.4401999999995,1946.1463799999947,2032.62111111111,2049.7671111111104,2049.0754999999976,2106.6064431441723,1991.544556855823,50,100,30.779487765743596,56.2018800214646,NaN,NaN
2014-12-17T14:30:00Z,1973.77,2016.75,1973.77,2012.89,2053.9287611604477,4942370000,3735849000,2002.896599999998,2001.158440000001,1948.1356,1946.8521099999948,2026.0622222222212,2042.636444444444,2047.1299999999978,2106.7543493889457,1987.50565061105,42.857142857142854,92.85714285714286,45.344801654238246,54.122901186857064,NaN,NaN
2014-12-18T14:30:00Z,2018.98,2061.23,2018.98,2061.23,1972.56,4703380000,3801475500,2004.743399999998,2002.182200000001,1949.0565999999997,1947.5609999999947,2024.491111111111,2035.9077777777773,2047.755499999998,2107.6950897471174,1987.8159102528787,35.714285714285715,85.71428571428571,57.06006810599741,53.14952679902309,NaN,NaN
2014-12-19T14:30:00Z,2061.04,2077.85,2061.03,2070.65,1973.77,6465530000,3968337500,2007.592199999998,2003.5510800000006,1950.0196499999997,1948.3196199999948,2025.6399999999999,2030.5446666666662,2048.650499999998,2109.390873221221,1987.9101267787748,28.571428571428573,78.57142857142857,58.90849257706146,52.950847747871705,NaN,NaN
2014-12-22T14:30:00Z,2069.28,2078.76,2069.28,2078.54,1977.9332,3369520000,3940992500,2011.040399999998,2005.5226800000007,1951.0265,1949.1357099999946,2027.7199999999996,2027.3068888888888,2049.4024999999974,2111.222446902751,1987.5825530972438,21.428571428571427,71.42857142857143,60.444379843387715,52.552930523409024,NaN,NaN
2014-12-23T14:30:00Z,2081.48,2086.73,2079.77,2082.17,1983.982808,3043950000,3936787000,2015.1889999999983,2008.292320000001,1952.0992,1950.0675099999949,2033.9455555555553,2027.5717777777777,2050.040499999998,2112.9273782740242,1987.1536217259713,100,64.28571428571429,61.16359786472518,52.04302169027981,NaN,NaN
2014-12-24T14:30:00Z,2083.25,2087.56,2081.86,2081.88,1992.20258336,1416980000,3837989000,2019.272599999998,2011.567520000001,1953.1676,1951.0739099999948,2039.1177777777775,2030.182888888889,2050.7829999999976,2114.7953141595326,1986.7706858404626,100,57.142857142857146,61.06806724513734,51.633413577008206,NaN,NaN
2014-12-26T14:30:00Z,2084.3,2092.7,2084.3,2088.77,2001.738325024,1735230000,3787487500,2023.7981999999981,2015.3784800000008,1954.3797499999998,1952.138539999995,2048.722222222222,2035.029111111111,2051.5799999999977,2117.0507867682786,1986.1092132317167,100,50,62.564108790434275,51.25302550477228,NaN,NaN
2014-12-29T14:30:00Z,2087.63,2093.55,2085.75,2090.57,2012.65372602112,2452360000,3784873500,2028.3543999999977,2019.530920000001,1955.6269499999999,1953.2599999999948,2059.9377777777777,2041.8886666666665,2052.730499999998,2120.066235379189,1985.3947646208064,100,42.857142857142854,62.964508513590545,51.5480800583453,NaN,NaN
2014-12-30T14:30:00Z,2088.49,2088.49,2079.53,2080.35,2023.9792043781633,2440280000,3698937000,2032.226199999998,2023.768080000001,1956.73455,1954.4016099999947,2071.894444444444,2050.7235555555553,2054.0759999999977,2122.481602519492,1985.6703974805034,92.85714285714286,35.714285714285715,59.09948314475366,51.58661164895185,NaN,NaN
2014-12-31T14:30:00Z,2082.11,2085.58,2057.94,2058.9,2033.7191157652205,2606070000,3644908000,2035.3239999999978,2027.7950800000006,1957.6677999999997,1955.5153299999947,2077.006666666666,2059.335777777778,2053.693499999998,2121.901089688036,1985.4859103119602,85.71428571428571,28.571428571428573,51.89878208234387,52.18225837136894,NaN,NaN
2015-01-02T14:30:00Z,2058.9,2072.36,2046.04,2058.2,2042.0954395580898,2708700000,3599709000,2037.662399999998,2031.4730400000008,1958.6549499999999,1956.6127999999946,2076.67,2066.8462222222224,2052.886999999998,2120.4781399819176,1985.295860018078,78.57142857142857,21.428571428571427,51.67749910116706,52.479890574064406,NaN,NaN
2015-01-05T14:30:00Z,2054.44,2054.44,2017.34,2020.58,2093.55,3799120000,3619248000,2039.531799999998,2034.6197600000007,1959.3977999999997,1957.6164099999946,2071.1066666666666,2071.3231111111113,2050.3199999999974,2118.719573683354,1981.9204263166407,71.42857142857143,14.285714285714286,41.44902969821245,52.76987290131017,NaN,NaN
2015-01-06T14:30:00Z,2022.15,2030.25,1992.44,2002.61,2092.0258000000003,4460110000,3671272500,2040.5675999999978,2037.0624000000007,1960.0782499999998,1958.5066699999945,2062.67,2071.869555555556,2046.6819999999977,2117.0759615596153,1976.2880384403802,64.28571428571429,7.142857142857143,37.61877398448779,53.00293431223432,NaN,NaN
2015-01-07T14:30:00Z,2005.55,2029.61,2005.55,2025.9,2088.0423680000004,3805480000,3671497000,2041.7939999999976,2038.9759600000004,1960.9205499999998,1959.3438699999947,2056.4177777777777,2068.7742222222223,2044.9614999999976,2115.6205629081587,1974.3024370918363,57.142857142857146,7.142857142857143,44.745457644907695,54.00050358931747,NaN,NaN
2015-01-08T14:30:00Z,2030.61,2064.08,2030.61,2062.14,2084.21827328,3934010000,3669690000,2043.8041999999978,2040.6720000000005,1961.9031499999996,1960.1909399999945,2054.2244444444445,2064.2177777777783,2045.0774999999976,2115.8412938147794,1974.313706185216,50,85.71428571428571,53.623803984212046,54.591860898601304,NaN,NaN
